x1,x2,y
-2.254928770483151,2.792603548243223,0.0
-2.0284671928489613,5.284544784612038,0.0
-3.351230062085004,2.648794564576229,0.0
-0.6311807767389128,4.151152093729364,0.0
-3.704211578902428,3.813840065378947,0.0
-3.6951265392186934,2.301405369644615,0.0
-2.637056592650949,0.1300796330133034,0.0
-5.587376748769549,2.156568706138541,0.0
-4.519246680501636,3.471370998892911,0.0
-4.362036113281817,0.8815444479970629,0.0
-0.8015268466176688,2.6613355492701967,1.0
-2.8987076929681144,0.8628777206798146,0.0
-3.816574086787774,3.166383884564799,0.0
-4.726490366133454,3.563547027518508,0.0
-3.9009580348782076,2.562459375310085,0.0
-3.902559918344095,5.778417276763406,0.0
-3.0202458371069008,1.4134336065661495,0.0
-1.7661826318452165,1.1687345250434666,0.0
-2.686704607492867,0.06049481418033675,0.0
-4.992279073347646,3.2952918538036853,0.0
-1.8923001300068845,3.2570524217849557,0.0
-3.1734724235823606,2.548344456616067,0.0
-5.217782985551141,1.920233687407937,0.0
-3.6909581564396814,4.585683339328374,0.0
-2.4845725656473077,0.3554397669558993,0.0
-2.5138740459078077,2.422376579375525,0.0
-4.015383000458938,3.917514433261302,0.0
-1.4535007162560736,4.396920178674298,0.0
-4.258826284833958,2.536181436223178,0.0
-2.503104852894654,4.463317690683539,0.0
-3.718761356767935,2.7215115350042742,0.0
-4.659502461009042,1.2056900638789938,0.0
-1.781211266408703,5.0343600428562345,0.0
-3.108015182370501,4.5052993468380365,0.0
-2.457545962428549,2.0323203680923134,0.0
-2.457906591737379,5.307054849698954,0.0
-3.0537390586649273,5.346965483721009,0.0
-6.929617656134616,4.232853756562836,0.0
-2.869429397642743,2.551488974301199,0.0
-2.8623588351967464,0.018646628098660578,0.0
-3.329507831756268,3.53566885726762,0.0
-0.783158932887726,2.222594672589529,0.0
-4.212740404339781,2.2473644346231954,0.0
-1.6268968234468888,3.4931266644895267,0.0
-3.7946403056505584,3.769901149670034,0.0
-2.8543836759779393,4.452967485799334,0.0
-4.053079640816028,2.508506780103348,0.0
-3.5881622296982365,0.8047275778018221,0.0
-2.555819584403136,3.391582908269834,0.0
-2.9923298150363085,2.64811929993728,0.0
-5.123056113075622,2.3690320158519613,0.0
-3.514071774790154,1.7965840961675716,0.0
-3.2419285674990137,3.606076285221808,0.0
-0.1707211481842048,3.2618667192477586,0.0
-2.613674413915853,2.8883311263507494,0.0
-5.878156822948562,2.9602291868261745,0.0
-2.9096546850884604,6.694863168727929,0.0
-3.2885414471716836,3.4523210135004185,0.0
-3.052067654557865,1.246982943570702,0.0
-1.2857657782274692,4.127899549030161,0.0
-1.8134520794354296,1.6359188178078916,0.0
-0.8958085335958512,0.8972234058115784,0.0
-2.1197143592995946,6.285683438714968,0.0
-4.485804487696033,2.150553405595842,0.0
-2.850522952368538,2.244786518825701,0.0
-5.325995146599199,3.102844462209041,0.0
-4.593455570589157,3.710388645952772,0.0
-4.379136351350705,5.324901607526309,0.0
-4.174879938504356,2.5169077256914867,0.0
-1.7797241739454954,1.153703525349067,0.0
-2.658810098093806,4.960714131423642,0.0
-5.411224851841841,3.2769507877984565,0.0
-2.6101758086273645,4.172734307665966,0.0
-4.855426066317123,1.0193150803735855,0.0
-2.2170876515746536,3.445477009849779,0.0
-2.6242607244811853,3.5196723142454633,0.0
-4.020037082367736,3.3483805457415055,0.0
-2.560391290051978,1.9284728729604483,0.0
-0.20133823328286526,3.7107493813676813,0.0
-4.7869552458039735,3.9848304129507444,0.0
-4.4620225053409825,4.1806269056136784,0.0
-1.2621066314888938,1.7689765224724343,0.0
-1.5549358061335172,3.6191713904047473,0.0
-1.766909760008265,5.845189473980922,0.0
-3.368082174004306,1.8693957534637655,0.0
-4.334271644438285,1.7762845725518426,0.0
-3.1156525641211563,3.511727962224966,0.0
-2.5849638010049714,4.240774873554036,0.0
-2.9804971621831395,5.1803011157359755,0.0
-3.396985249856934,7.080253749884428,0.0
-2.061498978352491,1.7142636653755763,0.0
-4.606338747091669,3.7237086228647778,0.0
-3.335194177988776,4.071000741138138,0.0
-2.290143563139683,2.890756631014691,0.0
-4.270190577102607,0.7277291629712028,0.0
-3.6697724281005315,4.284598191485209,0.0
-2.678859383804694,1.131391831932018,0.0
-2.740228611223227,3.577976069593255,0.0
-4.325786154301699,3.230587658918292,0.0
-2.9126869223310003,1.2855445532540655,0.0
-2.463318959477575,3.8411767895523514,0.0
-1.3754231352370845,4.5807030780523545,0.0
-5.066504051935636,1.5932624401273159,0.0
-2.2274470991870103,3.770678926368313,0.0
-2.227428470540928,8.779097235982082,0.0
-2.1436642339602496,4.703348460270899,0.0
-1.5689973547601965,3.977086876958697,0.0
-3.4729038669605186,4.138453830739901,1.0
-4.159237821806357,2.6447720898899867,0.0
-3.728045321743655,3.122811209079484,0.0
0.471987850010263,0.19910221111237814,0.0
-1.9706097144382297,0.5809261932155225,0.0
-3.70789779868415,4.633425895451049,0.0
-2.903579971356806,1.3833828331060407,0.0
-4.072955563889952,4.019396623402014,0.0
-4.095549947575705,3.3246878843729624,0.0
-2.931642240144279,2.0225994785912746,0.0
0.2159161339879887,3.9508785334770167,0.0
-6.037713879986411,3.2796814721541416,0.0
-3.9926796971525818,4.278650002194336,0.0
